function_id,function_name,source_file,loc,has_for_loop,has_while_loop,has_nested_loops,num_loops,has_list_comp,has_dict_comp,has_generator,has_numpy,has_pandas,has_torch,has_tensorflow,has_sklearn,has_string_ops,num_function_calls,num_arithmetic_ops,cyclomatic_complexity,category,source_code
huggingface__transformers__src__transformers__cli__add_fast_image_processor.py__get_fast_image_processing_content_header,get_fast_image_processing_content_header,huggingface/transformers:src/transformers/cli/add_fast_image_processor.py,34,False,False,False,0,False,False,False,False,False,False,False,False,True,7,0,3,other,"def get_fast_image_processing_content_header(content: str) -> str:
    """"""
    Get the header of the slow image processor file.
    """"""
    # get all the commented lines at the beginning of the file
    content_header = re.search(r""^# coding=utf-8\n(#[^\n]*\n)*"", content, re.MULTILINE)
    if not content_header:
        logger.warning(""Couldn't find the content header in the slow image processor file. Using a default header."")
        return (
            f""# coding=utf-8\n""
            f""# Copyright {CURRENT_YEAR} The HuggingFace Team. All rights reserved.\n""
            f""#\n""
            f'# Licensed under the Apache License, Version 2.0 (the ""License"");\n'
            f""# you may not use this file except in compliance with the License.\n""
            f""# You may obtain a copy of the License at\n""
            f""#\n""
            f""#     http://www.apache.org/licenses/LICENSE-2.0\n""
            f""#\n""
            f""# Unless required by applicable law or agreed to in writing, software\n""
            f'# distributed under the License is distributed on an ""AS IS"" BASIS,\n'
            f""# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.\n""
            f""# See the License for the specific language governing permissions and\n""
            f""# limitations under the License.\n""
            f""\n""
        )
    content_header = content_header.group(0)
    # replace the year in the copyright
    content_header = re.sub(r""# Copyright (\d+)\s"", f""# Copyright {CURRENT_YEAR} "", content_header)
    # get the line starting with """"""Image processor in content if it exists
    match = re.search(r'^""""""Image processor.*$', content, re.MULTILINE)
    if match:
        content_header += match.group(0).replace(""Image processor"", ""Fast Image processor"")

    return content_header"
huggingface__transformers__src__transformers__cli__add_fast_image_processor.py__write_default_fast_image_processor_file,write_default_fast_image_processor_file,huggingface/transformers:src/transformers/cli/add_fast_image_processor.py,29,False,False,False,0,False,False,False,False,False,False,False,False,True,3,2,2,other,"def write_default_fast_image_processor_file(
    fast_image_processing_module_file: str, fast_image_processor_name: str, content_base_file: str
):
    """"""
    Write a default fast image processor file. Used when encountering a problem while parsing the slow image processor file.
    """"""
    imports = ""\n\nfrom ...image_processing_utils_fast import BaseImageProcessorFast\n\n\n""
    content_header = get_fast_image_processing_content_header(content_base_file)
    content_base_file = (
        f""class {fast_image_processor_name}(BaseImageProcessorFast):\n""
        ""    # To be implemented\n""
        ""    resample = None\n""
        ""    image_mean = None\n""
        ""    image_std = None\n""
        ""    size = None\n""
        ""    default_to_square = None\n""
        ""    crop_size = None\n""
        ""    do_resize = None\n""
        ""    do_center_crop = None\n""
        ""    do_rescale = None\n""
        ""    do_normalize = None\n""
        ""    do_convert_rgb = None\n\n\n""
        f'__all__ = [""{fast_image_processor_name}""]\n'
    )

    content = content_header + imports + content_base_file

    with open(fast_image_processing_module_file, ""w"", encoding=""utf-8"") as f:
        f.write(content)"
huggingface__transformers__src__transformers__cli__add_fast_image_processor.py__add_fast_image_processor_file,add_fast_image_processor_file,huggingface/transformers:src/transformers/cli/add_fast_image_processor.py,105,False,False,False,0,True,False,True,False,False,False,False,False,True,55,3,17,other,"def add_fast_image_processor_file(
    fast_image_processing_module_file: str, fast_image_processor_name: str, content_base_file: str
):
    """"""
    Add the fast image processor file to the model's folder.
    """"""
    # if the file already exists, do nothing
    if os.path.exists(fast_image_processing_module_file):
        print(f""{fast_image_processing_module_file} already exists. Skipping."")
        return

    regex = rf""class {fast_image_processor_name[:-4]}.*?(\n\S|$)""
    match = re.search(regex, content_base_file, re.DOTALL)
    if not match:
        print(f""Couldn't find the {fast_image_processor_name[:-4]} class in {fast_image_processing_module_file}"")
        print(""Creating a new file with the default content."")
        return write_default_fast_image_processor_file(
            fast_image_processing_module_file, fast_image_processor_name, content_base_file
        )
    # Exclude the last unindented line
    slow_class_content = match.group(0).rstrip()
    # get default args:
    # find the __init__ block which start with def __init__ and ends with def
    match = re.search(r""def __init__.*?def "", slow_class_content, re.DOTALL)
    if not match:
        print(
            f""Couldn't find the __init__ block for {fast_image_processor_name[:-4]} in {fast_image_processing_module_file}""
        )
        print(""Creating a new file with the default content."")
        return write_default_fast_image_processor_file(
            fast_image_processing_module_file, fast_image_processor_name, content_base_file
        )
    init = match.group(0)
    init_signature_block = init.split("")"")[0]
    arg_names = init_signature_block.split("":"")
    arg_names = [arg_name.split(""\n"")[-1].strip() for arg_name in arg_names]
    # get the default values
    default_args = re.findall(r""= (.*?)(?:,|\))"", init_signature_block)

    # build default args dict
    default_args_dict = dict(zip(arg_names, default_args))
    pattern_default_size = r""size = size if size is not None else\s+(.*)""
    match_default_size = re.findall(pattern_default_size, init)
    default_args_dict[""size""] = match_default_size[0] if match_default_size else None
    pattern_default_crop_size = r""crop_size = crop_size if crop_size is not None else\s+(.*)""
    match_default_crop_size = re.findall(pattern_default_crop_size, init)
    default_args_dict[""crop_size""] = match_default_crop_size[0] if match_default_crop_size else None
    pattern_default_image_mean = r""self.image_mean = image_mean if image_mean is not None else\s+(.*)""
    match_default_image_mean = re.findall(pattern_default_image_mean, init)
    default_args_dict[""image_mean""] = match_default_image_mean[0] if match_default_image_mean else None
    pattern_default_image_std = r""self.image_std = image_std if image_std is not None else\s+(.*)""
    match_default_image_std = re.findall(pattern_default_image_std, init)
    default_args_dict[""image_std""] = match_default_image_std[0] if match_default_image_std else None
    default_args_dict[""default_to_square""] = False if ""(size, default_to_square=False"" in init else None

    content_header = get_fast_image_processing_content_header(content_base_file)
    content_base_file = (
        f""@auto_docstring\n""
        f""class {fast_image_processor_name}(BaseImageProcessorFast):\n""
        ""    # This generated class can be used as a starting point for the fast image processor.\n""
        ""    # if the image processor is only used for simple augmentations, such as resizing, center cropping, rescaling, or normalizing,\n""
        ""    # only the default values should be set in the class.\n""
        ""    # If the image processor requires more complex augmentations, methods from BaseImageProcessorFast can be overridden.\n""
        ""    # In most cases, only the `_preprocess` method should be overridden.\n\n""
        ""    # For an example of a fast image processor requiring more complex augmentations, see `LlavaNextImageProcessorFast`.\n\n""
        ""    # Default values should be checked against the slow image processor\n""
        ""    # None values left after checking can be removed\n""
        f""    resample = {default_args_dict.get('resample')}\n""
        f""    image_mean = {default_args_dict.get('image_mean')}\n""
        f""    image_std = {default_args_dict.get('image_std')}\n""
        f""    size = {default_args_dict.get('size')}\n""
        f""    default_to_square = {default_args_dict.get('default_to_square')}\n""
        f""    crop_size = {default_args_dict.get('crop_size')}\n""
        f""    do_resize = {default_args_dict.get('do_resize')}\n""
        f""    do_center_crop = {default_args_dict.get('do_center_crop')}\n""
        f""    do_rescale = {default_args_dict.get('do_rescale')}\n""
        f""    do_normalize = {default_args_dict.get('do_normalize')}\n""
        f""    do_convert_rgb = {default_args_dict.get('do_convert_rgb')}\n\n\n""
        f'__all__ = [""{fast_image_processor_name}""]\n'
    )

    imports = ""\n\nfrom ...image_processing_utils_fast import BaseImageProcessorFast\n""
    image_utils_imports = []
    if default_args_dict.get(""resample"") is not None and ""PILImageResampling"" in default_args_dict.get(""resample""):
        image_utils_imports.append(""PILImageResampling"")
    if default_args_dict.get(""image_mean"") is not None and not any(
        char.isdigit() for char in default_args_dict.get(""image_mean"")
    ):
        image_utils_imports.append(default_args_dict.get(""image_mean""))
    if default_args_dict.get(""image_std"") is not None and not any(
        char.isdigit() for char in default_args_dict.get(""image_std"")
    ):
        image_utils_imports.append(default_args_dict.get(""image_std""))

    if image_utils_imports:
        # sort imports
        image_utils_imports.sort()
        imports += f""from ...image_utils import {', '.join(image_utils_imports)}\n""

    imports += ""from ...utils import auto_docstring\n""

    content = content_header + imports + ""\n\n"" + content_base_file

    with open(fast_image_processing_module_file, ""w"", encoding=""utf-8"") as f:
        f.write(content)"
huggingface__transformers__src__transformers__cli__add_new_model_like.py__add_new_model_like,add_new_model_like,huggingface/transformers:src/transformers/cli/add_new_model_like.py,24,False,False,False,0,False,False,False,False,False,False,False,False,False,4,0,2,ml,"def add_new_model_like(
    repo_path: Annotated[
        str | None, typer.Argument(help=""When not using an editable install, the path to the Transformers repo."")
    ] = None,
):
    """"""
    Add a new model to the library, based on an existing one.
    """"""
    (
        old_model_infos,
        new_lowercase_name,
        new_model_paper_name,
        filenames_to_add,
        create_fast_image_processor,
    ) = get_user_input()

    _add_new_model_like_internal(
        repo_path=Path(repo_path) if repo_path is not None else REPO_PATH,
        old_model_infos=old_model_infos,
        new_lowercase_name=new_lowercase_name,
        new_model_paper_name=new_model_paper_name,
        filenames_to_add=filenames_to_add,
        create_fast_image_processor=create_fast_image_processor,
    )"
huggingface__transformers__src__transformers__cli__add_new_model_like.py__add_content_to_file,add_content_to_file,huggingface/transformers:src/transformers/cli/add_new_model_like.py,20,False,False,False,0,False,False,False,False,False,False,False,False,True,5,3,3,ml,"def add_content_to_file(file_name: str | os.PathLike, new_content: str, add_after: str):
    """"""
    A utility to add some content inside a given file.

    Args:
        file_name (`str` or `os.PathLike`):
            The name of the file in which we want to insert some content.
        new_content (`str`):
            The content to add.
       add_after (`str`):
           The new content is added just after the first instance matching it.
    """"""
    with open(file_name, ""r"", encoding=""utf-8"") as f:
        old_content = f.read()

    before, after = old_content.split(add_after, 1)
    new_content = before + add_after + new_content + after

    with open(file_name, ""w"", encoding=""utf-8"") as f:
        f.write(new_content)"
huggingface__transformers__src__transformers__cli__add_new_model_like.py__add_model_to_auto_mappings,add_model_to_auto_mappings,huggingface/transformers:src/transformers/cli/add_new_model_like.py,65,True,False,True,3,True,False,True,False,False,False,False,False,True,15,20,8,ml,"def add_model_to_auto_mappings(
    repo_path: Path,
    old_model_infos: ModelInfos,
    new_lowercase_name: str,
    new_model_paper_name: str,
    filenames_to_add: list[tuple[str, bool]],
):
    """"""
    Add a model to all the relevant mappings in the auto module.

    Args:
        old_model_infos (`ModelInfos`):
            The structure containing the class information of the old model.
        new_lowercase_name (`str`):
            The new lowercase model name.
        new_model_paper_name (`str`):
            The fully cased name (as in the official paper name) of the new model.
        filenames_to_add (`list[tuple[str, bool]]`):
            A list of tuples of all potential filenames to add for a new model, along a boolean flag describing if we
            should add this file or not. For example, [(`modeling_xxx.px`, True), (`configuration_xxx.py`, True), (`tokenization_xxx.py`, False),...]
    """"""
    new_cased_name = """".join(x.title() for x in new_lowercase_name.replace(""-"", ""_"").split(""_""))
    old_lowercase_name = old_model_infos.lowercase_name
    old_cased_name = old_model_infos.camelcase_name
    filenames_to_add = [
        (filename.replace(old_lowercase_name, ""auto""), to_add) for filename, to_add in filenames_to_add[1:]
    ]
    # fast tokenizer/image processor have the same auto mappings as normal ones
    corrected_filenames_to_add = []
    for file, to_add in filenames_to_add:
        if re.search(r""(?:tokenization)|(?:image_processing)_auto_fast.py"", file):
            previous_file, previous_to_add = corrected_filenames_to_add[-1]
            corrected_filenames_to_add[-1] = (previous_file, previous_to_add or to_add)
        else:
            corrected_filenames_to_add.append((file, to_add))

    # Add the config mappings directly as the handling for config is a bit different
    add_content_to_file(
        repo_path / ""src"" / ""transformers"" / ""models"" / ""auto"" / ""configuration_auto.py"",
        new_content=f'        (""{new_lowercase_name}"", ""{new_cased_name}Config""),\n',
        add_after=""CONFIG_MAPPING_NAMES = OrderedDict[str, str](\n    [\n        # Add configs here\n"",
    )
    add_content_to_file(
        repo_path / ""src"" / ""transformers"" / ""models"" / ""auto"" / ""configuration_auto.py"",
        new_content=f'        (""{new_lowercase_name}"", ""{new_model_paper_name}""),\n',
        add_after=""MODEL_NAMES_MAPPING = OrderedDict[str, str](\n    [\n        # Add full (and cased) model names here\n"",
    )

    for filename, to_add in corrected_filenames_to_add:
        if to_add:
            # The auto mapping
            filename = filename.replace(""_fast.py"", "".py"")
            file = (repo_path / ""src"" / ""transformers"" / ""models"" / ""auto"" / filename).read_text()
            # The regex has to be a bit complex like this as the tokenizer mapping has new lines everywhere
            matching_lines = re.findall(
                rf'( {{8,12}}\(\s*""{old_lowercase_name}"",.*?\),\n)(?: {{4,12}}\(|\])', file, re.DOTALL
            )
            for match in matching_lines:
                add_content_to_file(
                    repo_path / ""src"" / ""transformers"" / ""models"" / ""auto"" / filename,
                    new_content=match.replace(old_lowercase_name, new_lowercase_name).replace(
                        old_cased_name, new_cased_name
                    ),
                    add_after=match,
                )"
huggingface__transformers__src__transformers__cli__add_new_model_like.py__create_doc_file,create_doc_file,huggingface/transformers:src/transformers/cli/add_new_model_like.py,54,True,False,False,1,False,False,False,False,False,False,False,False,True,5,3,3,ml,"def create_doc_file(new_paper_name: str, public_classes: list[str]):
    """"""
    Create a new doc file to fill for the new model.

    Args:
        new_paper_name (`str`):
            The fully cased name (as in the official paper name) of the new model.
        public_classes (`list[str]`):
            A list of all the public classes that the model will have in the library.
    """"""
    added_note = (
        ""\n\n⚠️ Note that this file is in Markdown but contain specific syntax for our doc-builder (similar to MDX) that ""
        ""may not be rendered properly in your Markdown viewer.\n\n-->\n\n""
    )
    copyright_for_markdown = re.sub(r""# ?"", """", COPYRIGHT).replace(""coding=utf-8\n"", ""<!--"") + added_note

    doc_template = textwrap.dedent(
        f""""""
        # {new_paper_name}

        ## Overview

        The {new_paper_name} model was proposed in [<INSERT PAPER NAME HERE>](<INSERT PAPER LINK HERE>) by <INSERT AUTHORS HERE>.
        <INSERT SHORT SUMMARY HERE>

        The abstract from the paper is the following:

        <INSERT PAPER ABSTRACT HERE>

        Tips:

        <INSERT TIPS ABOUT MODEL HERE>

        This model was contributed by [INSERT YOUR HF USERNAME HERE](https://huggingface.co/<INSERT YOUR HF USERNAME HERE>).
        The original code can be found [here](<INSERT LINK TO GITHUB REPO HERE>).

        ## Usage examples

        <INSERT SOME NICE EXAMPLES HERE>

        """"""
    )

    # Add public classes doc
    doc_for_classes = []
    for class_ in public_classes:
        doc = f""## {class_}\n\n[[autodoc]] {class_}""
        if ""Model"" in class_:
            doc += ""\n    - forward""
        doc_for_classes.append(doc)

    class_doc = ""\n\n"".join(doc_for_classes)

    return copyright_for_markdown + doc_template + class_doc"
huggingface__transformers__src__transformers__cli__add_new_model_like.py__insert_model_in_doc_toc,insert_model_in_doc_toc,huggingface/transformers:src/transformers/cli/add_new_model_like.py,23,False,False,False,0,False,False,False,False,False,False,False,False,True,5,8,2,ml,"def insert_model_in_doc_toc(
    repo_path: Path, old_lowercase_name: str, new_lowercase_name: str, new_model_paper_name: str
):
    """"""
    Insert the new model in the doc `_toctree.yaml`, in the same section as the old model.

    Args:
        old_lowercase_name (`str`):
            The old lowercase model name.
        new_lowercase_name (`str`):
            The old lowercase model name.
        new_model_paper_name (`str`):
            The fully cased name (as in the official paper name) of the new model.
    """"""
    toc_file = repo_path / ""docs"" / ""source"" / ""en"" / ""_toctree.yml""
    with open(toc_file, ""r"") as f:
        content = f.read()

    old_model_toc = re.search(rf""- local: model_doc/{old_lowercase_name}\n {{8}}title: .*?\n"", content).group(0)
    new_toc = f""      - local: model_doc/{new_lowercase_name}\n        title: {new_model_paper_name}\n""
    add_content_to_file(
        repo_path / ""docs"" / ""source"" / ""en"" / ""_toctree.yml"", new_content=new_toc, add_after=old_model_toc
    )"
huggingface__transformers__src__transformers__cli__add_new_model_like.py__create_init_file,create_init_file,huggingface/transformers:src/transformers/cli/add_new_model_like.py,36,False,False,False,0,True,False,True,False,False,False,False,False,True,4,1,3,ml,"def create_init_file(old_lowercase_name: str, new_lowercase_name: str, filenames_to_add: list[tuple[str, bool]]):
    """"""
    Create the `__init__.py` file to add in the new model folder.

    Args:
        old_lowercase_name (`str`):
            The old lowercase model name.
        new_lowercase_name (`str`):
            The new lowercase model name.
        filenames_to_add (`list[tuple[str, bool]]`):
            A list of tuples of all potential filenames to add for a new model, along a boolean flag describing if we
            should add this file or not. For example, [(`modeling_xxx.px`, True), (`configuration_xxx.py`, True), (`tokenization_xxx.py`, False),...]
    """"""
    filenames_to_add = [
        (filename.replace(old_lowercase_name, new_lowercase_name).replace("".py"", """"), to_add)
        for filename, to_add in filenames_to_add
    ]
    imports = ""\n            "".join(f""from .{file} import *"" for file, to_add in filenames_to_add if to_add)
    init_file = COPYRIGHT + textwrap.dedent(
        f""""""
        from typing import TYPE_CHECKING

        from ...utils import _LazyModule
        from ...utils.import_utils import define_import_structure


        if TYPE_CHECKING:
            {imports}
        else:
            import sys

            _file = globals()[""__file__""]
            sys.modules[__name__] = _LazyModule(__name__, _file, define_import_structure(_file), module_spec=__spec__)
        """"""
    )
    return init_file"
huggingface__transformers__src__transformers__cli__add_new_model_like.py__find_all_classes_from_file,find_all_classes_from_file,huggingface/transformers:src/transformers/cli/add_new_model_like.py,14,False,False,False,0,False,False,False,False,False,False,False,False,False,5,0,2,ml,"def find_all_classes_from_file(module_name: str) -> set:
    """"""
    Find the name of all classes defined in `module_name`, including public ones (defined in `__all__`).

    Args:
        module_name (`str`):
            The full path to the python module from which to extract classes.
    """"""
    with open(module_name, ""r"", encoding=""utf-8"") as file:
        source_code = file.read()
    module = cst.parse_module(source_code)
    visitor = ClassFinder()
    module.visit(visitor)
    return visitor.classes, visitor.public_classes"
huggingface__transformers__src__transformers__cli__add_new_model_like.py__find_modular_structure,find_modular_structure,huggingface/transformers:src/transformers/cli/add_new_model_like.py,23,False,False,False,0,True,False,True,False,False,False,False,False,True,7,0,4,ml,"def find_modular_structure(
    module_name: str, old_model_infos: ModelInfos, new_cased_name: str
) -> tuple[str, str, list]:
    """"""
    Extract the modular structure that will be needed to copy a file `module_name` using modular.

    Args:
        module_name (`str`):
            The full path to the python module to copy with modular.
        old_model_infos (`ModelInfos`):
            The structure containing the class information of the old model.
        new_cased_name (`str`):
            The new cased model name.
    """"""
    all_classes, public_classes = find_all_classes_from_file(module_name)
    import_location = ""."".join(module_name.parts[-2:]).replace("".py"", """")
    old_cased_name = old_model_infos.camelcase_name
    imports = f""from ..{import_location} import {', '.join(class_ for class_ in all_classes)}""
    modular_classes = ""\n\n"".join(
        f""class {class_.replace(old_cased_name, new_cased_name)}({class_}):\n    pass"" for class_ in all_classes
    )
    public_classes = [class_.replace(old_cased_name, new_cased_name) for class_ in public_classes]
    return imports, modular_classes, public_classes"
huggingface__transformers__src__transformers__cli__add_new_model_like.py__create_modular_file,create_modular_file,huggingface/transformers:src/transformers/cli/add_new_model_like.py,51,True,False,False,1,True,False,True,False,False,False,False,False,True,9,8,6,ml,"def create_modular_file(
    repo_path: Path,
    old_model_infos: ModelInfos,
    new_lowercase_name: str,
    filenames_to_add: list[tuple[str, bool]],
) -> str:
    """"""
    Create a new modular file which will copy the old model, based on the new name and the different filenames
    (modules) to add.

    Args:
        old_model_infos (`ModelInfos`):
            The structure containing the class information of the old model.
        new_lowercase_name (`str`):
            The new lowercase model name.
        filenames_to_add (`list[tuple[str, bool]]`):
            A list of tuples of all potential filenames to add for a new model, along a boolean flag describing if we
            should add this file or not. For example, [(`modeling_xxx.px`, True), (`configuration_xxx.py`, True), (`tokenization_xxx.py`, False),...]
    """"""
    new_cased_name = """".join(x.title() for x in new_lowercase_name.replace(""-"", ""_"").split(""_""))
    old_lowercase_name = old_model_infos.lowercase_name
    old_folder_root = repo_path / ""src"" / ""transformers"" / ""models"" / old_lowercase_name

    # Construct the modular file from the original (old) model, by subclassing each class
    all_imports = """"
    all_bodies = """"
    all_public_classes = []
    for filename, to_add in filenames_to_add:
        if to_add:
            imports, body, public_classes = find_modular_structure(
                old_folder_root / filename, old_model_infos, new_cased_name
            )
            all_imports += f""\n{imports}""
            all_bodies += f""\n\n{body}""
            all_public_classes.extend(public_classes)

    # Create the __all__ assignment
    public_classes_formatted = ""\n            "".join(f""{public_class},"" for public_class in all_public_classes)
    all_statement = textwrap.dedent(
        f""""""

        __all__ = [
            {public_classes_formatted}
        ]
        """"""
    )
    # Create the whole modular file
    modular_file = COPYRIGHT + all_imports + all_bodies + all_statement
    # Remove outer explicit quotes """" around the public class names before returning them
    all_public_classes = [public_class.replace('""', """") for public_class in all_public_classes]
    return modular_file, all_public_classes"
huggingface__transformers__src__transformers__cli__add_new_model_like.py__create_test_files,create_test_files,huggingface/transformers:src/transformers/cli/add_new_model_like.py,50,True,True,True,3,True,False,True,False,False,False,False,False,True,15,6,10,ml,"def create_test_files(
    repo_path: Path, old_model_infos: ModelInfos, new_lowercase_name, filenames_to_add: list[tuple[str, bool]]
):
    """"""
    Create the test files for the new model. It basically copies over the old test files and adjust the class names.

    Args:
        old_model_infos (`ModelInfos`):
            The structure containing the class information of the old model.
        new_lowercase_name (`str`):
            The new lowercase model name.
        filenames_to_add (`list[tuple[str, bool]]`):
            A list of tuples of all potential filenames to add for a new model, along a boolean flag describing if we
            should add this file or not. For example, [(`modeling_xxx.px`, True), (`configuration_xxx.py`, True), (`tokenization_xxx.py`, False),...]
    """"""
    new_cased_name = """".join(x.title() for x in new_lowercase_name.replace(""-"", ""_"").split(""_""))
    old_lowercase_name = old_model_infos.lowercase_name
    old_cased_name = old_model_infos.camelcase_name
    filenames_to_add = [
        (""test_"" + filename.replace(old_lowercase_name, new_lowercase_name), to_add)
        for filename, to_add in filenames_to_add[1:]
    ]
    # fast tokenizer/image processor have the same test files as normal ones
    corrected_filenames_to_add = []
    for file, to_add in filenames_to_add:
        if re.search(rf""test_(?:tokenization)|(?:image_processing)_{new_lowercase_name}_fast.py"", file):
            previous_file, previous_to_add = corrected_filenames_to_add[-1]
            corrected_filenames_to_add[-1] = (previous_file, previous_to_add or to_add)
        else:
            corrected_filenames_to_add.append((file, to_add))

    test_files = {}
    for new_file, to_add in corrected_filenames_to_add:
        if to_add:
            original_test_file = new_file.replace(new_lowercase_name, old_lowercase_name)
            original_test_path = repo_path / ""tests"" / ""models"" / old_lowercase_name / original_test_file
            # Sometimes, tests may not exist
            if not original_test_path.is_file():
                continue
            with open(original_test_path, ""r"") as f:
                test_code = f.read()
            # Remove old copyright and add new one
            test_lines = test_code.split(""\n"")
            idx = 0
            while test_lines[idx].startswith(""#""):
                idx += 1
            test_code = COPYRIGHT + ""\n"".join(test_lines[idx:])
            test_files[new_file] = test_code.replace(old_cased_name, new_cased_name)

    return test_files"
huggingface__transformers__src__transformers__cli__add_new_model_like.py__get_user_field,get_user_field,huggingface/transformers:src/transformers/cli/add_new_model_like.py,47,False,True,False,1,False,False,False,False,False,False,False,False,True,5,1,8,ml,"def get_user_field(
    question: str,
    default_value: str | None = None,
    convert_to: Callable | None = None,
    fallback_message: str | None = None,
) -> Any:
    """"""
    A utility function that asks a question to the user to get an answer, potentially looping until it gets a valid
    answer.

    Args:
        question (`str`):
            The question to ask the user.
        default_value (`str`, *optional*):
            A potential default value that will be used when the answer is empty.
        convert_to (`Callable`, *optional*):
            If set, the answer will be passed to this function. If this function raises an error on the provided
            answer, the question will be asked again.
        fallback_message (`str`, *optional*):
            A message that will be displayed each time the question is asked again to the user.

    Returns:
        `Any`: The answer provided by the user (or the default), passed through the potential conversion function.
    """"""
    if not question.endswith("" ""):
        question = question + "" ""
    if default_value is not None:
        question = f""{question} [{default_value}] ""

    valid_answer = False
    while not valid_answer:
        answer = input(question)
        if default_value is not None and len(answer) == 0:
            answer = default_value
        if convert_to is not None:
            try:
                answer = convert_to(answer)
                valid_answer = True
            except Exception:
                valid_answer = False
        else:
            valid_answer = True

        if not valid_answer:
            print(fallback_message)

    return answer"
huggingface__transformers__src__transformers__cli__add_new_model_like.py__get_user_input,get_user_input,huggingface/transformers:src/transformers/cli/add_new_model_like.py,111,False,True,False,1,False,False,True,False,False,False,False,False,True,23,0,14,ml,"def get_user_input():
    """"""
    Ask the user for the necessary inputs to add the new model.
    """"""
    from transformers.models.auto.configuration_auto import MODEL_NAMES_MAPPING

    model_types = list(MODEL_NAMES_MAPPING.keys())

    # Get old model type
    valid_model_type = False
    while not valid_model_type:
        old_model_type = input(
            ""What model would you like to duplicate? Please provide it as lowercase, e.g. `llama`): ""
        )
        if old_model_type in model_types:
            valid_model_type = True
        else:
            print(f""{old_model_type} is not a valid model type."")
            near_choices = difflib.get_close_matches(old_model_type, model_types)
            if len(near_choices) >= 1:
                if len(near_choices) > 1:
                    near_choices = "" or "".join(near_choices)
                print(f""Did you mean {near_choices}?"")

    old_model_infos = ModelInfos(old_model_type)

    # Ask for the new model name
    new_lowercase_name = get_user_field(
        ""What is the new model name? Please provide it as snake lowercase, e.g. `new_model`?""
    )
    new_model_paper_name = get_user_field(
        ""What is the fully cased name you would like to appear in the doc (e.g. `NeW ModEl`)? "",
        default_value="""".join(x.title() for x in new_lowercase_name.split(""_"")),
    )

    # Ask if we want to add individual processor classes as well
    add_tokenizer = False
    add_fast_tokenizer = False
    add_image_processor = False
    add_fast_image_processor = False
    add_video_processor = False
    add_feature_extractor = False
    add_processor = False
    if old_model_infos.tokenizer_class is not None:
        add_tokenizer = get_user_field(
            f""Do you want to create a new tokenizer? If `no`, it will use the same as {old_model_type} (y/n)?"",
            convert_to=convert_to_bool,
            fallback_message=""Please answer yes/no, y/n, true/false or 1/0. "",
        )
    if old_model_infos.fast_tokenizer_class is not None:
        add_fast_tokenizer = get_user_field(
            f""Do you want to create a new fast tokenizer? If `no`, it will use the same as {old_model_type} (y/n)?"",
            convert_to=convert_to_bool,
            fallback_message=""Please answer yes/no, y/n, true/false or 1/0. "",
        )
    if old_model_infos.image_processor_class is not None:
        add_image_processor = get_user_field(
            f""Do you want to create a new image processor? If `no`, it will use the same as {old_model_type} (y/n)?"",
            convert_to=convert_to_bool,
            fallback_message=""Please answer yes/no, y/n, true/false or 1/0. "",
        )
    if old_model_infos.fast_image_processor_class is not None:
        add_fast_image_processor = get_user_field(
            f""Do you want to create a new fast image processor? If `no`, it will use the same as {old_model_type} (y/n)?"",
            convert_to=convert_to_bool,
            fallback_message=""Please answer yes/no, y/n, true/false or 1/0. "",
        )
    if old_model_infos.video_processor_class is not None:
        add_video_processor = get_user_field(
            f""Do you want to create a new video processor? If `no`, it will use the same as {old_model_type} (y/n)?"",
            convert_to=convert_to_bool,
            fallback_message=""Please answer yes/no, y/n, true/false or 1/0. "",
        )
    if old_model_infos.feature_extractor_class is not None:
        add_feature_extractor = get_user_field(
            f""Do you want to create a new feature extractor? If `no`, it will use the same as {old_model_type} (y/n)?"",
            convert_to=convert_to_bool,
            fallback_message=""Please answer yes/no, y/n, true/false or 1/0. "",
        )
    if old_model_infos.processor_class is not None:
        add_processor = get_user_field(
            f""Do you want to create a new processor? If `no`, it will use the same as {old_model_type} (y/n)?"",
            convert_to=convert_to_bool,
            fallback_message=""Please answer yes/no, y/n, true/false or 1/0. "",
        )

    old_lowercase_name = old_model_infos.lowercase_name
    # A list of the old filenames, along whether we should copy them or not
    filenames_to_add = (
        (f""configuration_{old_lowercase_name}.py"", True),
        (f""modeling_{old_lowercase_name}.py"", True),
        (f""tokenization_{old_lowercase_name}.py"", add_tokenizer),
        (f""tokenization_{old_lowercase_name}_fast.py"", add_fast_tokenizer),
        (f""image_processing_{old_lowercase_name}.py"", add_image_processor),
        (f""image_processing_{old_lowercase_name}_fast.py"", add_fast_image_processor),
        (f""video_processing_{old_lowercase_name}.py"", add_video_processor),
        (f""feature_extraction_{old_lowercase_name}.py"", add_feature_extractor),
        (f""processing_{old_lowercase_name}.py"", add_processor),
    )

    create_fast_image_processor = False
    if add_image_processor and not add_fast_image_processor:
        create_fast_image_processor = get_user_field(
            ""A fast image processor can be created from the slow one, but modifications might be needed. ""
            ""Should we add a fast image processor class for this model (recommended) (y/n)? "",
            convert_to=convert_to_bool,
            default_value=""y"",
            fallback_message=""Please answer yes/no, y/n, true/false or 1/0."",
        )

    return old_model_infos, new_lowercase_name, new_model_paper_name, filenames_to_add, create_fast_image_processor"
