function_id,function_name,source_file,category,loc,has_for_loop,has_while_loop,has_nested_loops,has_list_comp,has_dict_comp,has_generator,has_numpy,has_pandas,has_torch,has_tensorflow,has_sklearn,has_string_ops,num_loops,num_function_calls,num_arithmetic_ops,cyclomatic_complexity,baseline_emissions_kg,optimized_emissions_kg,reduction_pct,optimizer_ran,error,source_code,optimized_source,cluster
huggingface__transformers__src__transformers__dynamic_module_utils.py__check_python_requirements,check_python_requirements,huggingface/transformers:src/transformers/dynamic_module_utils.py,ml,54,1,0,0,0,0,0,0,0,0,0,0,1,1,15,1,10,3.5886550238938067e-10,,,False,,"def check_python_requirements(path_or_repo_id, requirements_file=""requirements.txt"", **kwargs):
    """"""
    Tries to locate `requirements_file` in a local folder or repo, and confirms that the environment has all the
    python dependencies installed.

    Args:
        path_or_repo_id (`str` or `os.PathLike`):
            This can be either:
            - a string, the *model id* of a model repo on huggingface.co.
            - a path to a *directory* potentially containing the file.
        kwargs (`dict[str, Any]`, *optional*):
            Additional arguments to pass to `cached_file`.
    """"""
    failed = []  # error messages regarding requirements
    try:
        requirements = cached_file(path_or_repo_id=path_or_repo_id, filename=requirements_file, **kwargs)
        with open(requirements, ""r"") as f:
            requirements = f.readlines()

        for requirement in requirements:
            requirement = requirement.strip()
            if not requirement or requirement.startswith(""#""):  # skip empty lines and comments
                continue

            try:
                # e.g. ""torch>2.6.0"" -> ""torch"", "">"", ""2.6.0""
                package_name, delimiter, version_number = split_package_version(requirement)
            except ValueError:  # e.g. ""torch"", as opposed to ""torch>2.6.0""
                package_name = requirement
                delimiter, version_number = None, None

            try:
                local_package_version = importlib.metadata.version(package_name)
            except importlib.metadata.PackageNotFoundError:
                failed.append(f""{requirement} (installed: None)"")
                continue

            if delimiter is not None and version_number is not None:
                is_satisfied = VersionComparison.from_string(delimiter).value(
                    version.parse(local_package_version), version.parse(version_number)
                )
            else:
                is_satisfied = True

            if not is_satisfied:
                failed.append(f""{requirement} (installed: {local_package_version})"")

    except OSError:  # no requirements.txt
        pass

    if failed:
        raise ImportError(
            f""Missing requirements in your local environment for `{path_or_repo_id}`:\n"" + ""\n"".join(failed)
        )",,1
huggingface__transformers__src__transformers__generation__continuous_batching__requests.py__get_device_and_memory_breakdown,get_device_and_memory_breakdown,huggingface/transformers:src/transformers/generation/continuous_batching/requests.py,ml,37,0,0,0,0,0,0,0,0,1,0,0,0,0,25,1,5,3.933968703844585e-10,,,False,,"def get_device_and_memory_breakdown() -> tuple[torch.device, int, int, int]:
    if torch.cuda.is_available():
        device = torch.device(""cuda"")
        torch.cuda.empty_cache()
        torch.cuda.synchronize()
        total_memory = torch.cuda.get_device_properties(device).total_memory
        reserved_memory = torch.cuda.memory_reserved(device)
        allocated_memory = torch.cuda.memory_allocated(device)
    elif is_torch_xpu_available():
        device = torch.device(""xpu"")
        torch.xpu.empty_cache()
        torch.xpu.synchronize()
        total_memory = torch.xpu.get_device_properties(device).total_memory
        reserved_memory = torch.xpu.memory_reserved(device)
        allocated_memory = torch.xpu.memory_allocated(device)
    elif torch.backends.mps.is_available() and torch.backends.mps.is_built():
        device = torch.device(""mps"")
        # MPS memory reporting (PyTorch 2.0+)
        total_memory = torch.mps.driver_allocated_memory()
        allocated_memory = total_memory - torch.mps.recommended_max_memory()
        reserved_memory = 0  # MPS does not track reserved separately
    else:
        device = torch.device(""cpu"")
        if is_psutil_available():
            total_memory = psutil.virtual_memory().total
            allocated_memory = psutil.Process().memory_info().rss
            reserved_memory = allocated_memory
        else:
            logger.error(
                ""Cannot get memory breakdown on CPU without psutil: returning 0 for all memory values. Please install ""
                ""psutil to get an actual memory breakdown.""
            )
            total_memory = 0
            reserved_memory = 0
            allocated_memory = 0

    return device, total_memory, reserved_memory, allocated_memory",,0
huggingface__transformers__src__transformers__hf_argparser.py__string_to_bool,string_to_bool,huggingface/transformers:src/transformers/hf_argparser.py,other,11,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0.0001086780952323,3.125647096778266e-10,99.99971239401188,True,,"def string_to_bool(v):
    if isinstance(v, bool):
        return v
    if v.lower() in (""yes"", ""true"", ""t"", ""y"", ""1""):
        return True
    elif v.lower() in (""no"", ""false"", ""f"", ""n"", ""0""):
        return False
    else:
        raise ArgumentTypeError(
            f""Truthy value expected: got {v} but expected one of yes/no, true/false, t/f, y/n, 1/0 (case insensitive).""
        )","def string_to_bool(v):
    if isinstance(v, bool):
        return v
    low = v.lower()
    if low in (""yes"", ""true"", ""t"", ""y"", ""1""):
        return True
    if low in (""no"", ""false"", ""f"", ""n"", ""0""):
        return False
    raise ArgumentTypeError(
        f""Truthy value expected: got {v} but expected one of yes/no, true/false, t/f, y/n, 1/0 (case insensitive).""
    )",2
huggingface__transformers__src__transformers__hf_argparser.py__make_choice_type_function,make_choice_type_function,huggingface/transformers:src/transformers/hf_argparser.py,other,13,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1.5451348984701327e-09,2.927377636282472e-10,81.05422614439087,True,,"def make_choice_type_function(choices: list) -> Callable[[str], Any]:
    """"""
    Creates a mapping function from each choices string representation to the actual value. Used to support multiple
    value types for a single argument.

    Args:
        choices (list): List of choices.

    Returns:
        Callable[[str], Any]: Mapping function from string representation to actual value for each choice.
    """"""
    str_to_choice = {str(choice): choice for choice in choices}
    return lambda arg: str_to_choice.get(arg, arg)","def make_choice_type_function(choices: list) -> Callable[[str], Any]:
    str_to_choice = {str(choice): choice for choice in choices}
    return str_to_choice.get",2
huggingface__transformers__src__transformers__hf_argparser.py__HfArg,HfArg,huggingface/transformers:src/transformers/hf_argparser.py,other,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2.266608071498921e-09,2.969280161388451e-09,-31.001040661822444,True,,"def HfArg(
    *,
    aliases: str | list[str] | None = None,
    help: str | None = None,
    default: Any = dataclasses.MISSING,
    default_factory: Callable[[], Any] = dataclasses.MISSING,
    metadata: dict | None = None,
    **kwargs,
) -> dataclasses.Field:
    """"""Argument helper enabling a concise syntax to create dataclass fields for parsing with `HfArgumentParser`.

    Example comparing the use of `HfArg` and `dataclasses.field`:
    ```
    @dataclass
    class Args:
        regular_arg: str = dataclasses.field(default=""Huggingface"", metadata={""aliases"": [""--example"", ""-e""], ""help"": ""This syntax could be better!""})
        hf_arg: str = HfArg(default=""Huggingface"", aliases=[""--example"", ""-e""], help=""What a nice syntax!"")
    ```

    Args:
        aliases (Union[str, list[str]], optional):
            Single string or list of strings of aliases to pass on to argparse, e.g. `aliases=[""--example"", ""-e""]`.
            Defaults to None.
        help (str, optional): Help string to pass on to argparse that can be displayed with --help. Defaults to None.
        default (Any, optional):
            Default value for the argument. If not default or default_factory is specified, the argument is required.
            Defaults to dataclasses.MISSING.
        default_factory (Callable[[], Any], optional):
            The default_factory is a 0-argument function called to initialize a field's value. It is useful to provide
            default values for mutable types, e.g. lists: `default_factory=list`. Mutually exclusive with `default=`.
            Defaults to dataclasses.MISSING.
        metadata (dict, optional): Further metadata to pass on to `dataclasses.field`. Defaults to None.

    Returns:
        Field: A `dataclasses.Field` with the desired properties.
    """"""
    if metadata is None:
        # Important, don't use as default param in function signature because dict is mutable and shared across function calls
        metadata = {}
    if aliases is not None:
        metadata[""aliases""] = aliases
    if help is not None:
        metadata[""help""] = help

    return dataclasses.field(metadata=metadata, default=default, default_factory=default_factory, **kwargs)","def HfArg(
    *,
    aliases: str | list[str] | None = None,
    help: str | None = None,
    default: Any = dataclasses.MISSING,
    default_factory: Callable[[], Any] = dataclasses.MISSING,
    metadata: dict | None = None,
    **kwargs,
) -> dataclasses.Field:
    """"""Argument helper enabling a concise syntax to create dataclass fields for parsing with `HfArgumentParser`.

    Example comparing the use of `HfArg` and `dataclasses.field`:
    ```
    @dataclass
    class Args:
        regular_arg: str = dataclasses.field(default=""Huggingface"", metadata={""aliases"": [""--example"", ""-e""], ""help"": ""This syntax could be better!""})
        hf_arg: str = HfArg(default=""Huggingface"", aliases=[""--example"", ""-e""], help=""What a nice syntax!"")
    ```

    Args:
        aliases (Union[str, list[str]], optional):
            Single string or list of strings of aliases to pass on to argparse, e.g. `aliases=[""--example"", ""-e""]`.
            Defaults to None.
        help (str, optional): Help string to pass on to argparse that can be displayed with --help. Defaults to None.
        default (Any, optional):
            Default value for the argument. If not default or default_factory is specified, the argument is required.
            Defaults to dataclasses.MISSING.
        default_factory (Callable[[], Any], optional):
            The default_factory is a 0-argument function called to initialize a field's value. It is useful to provide
            default values for mutable types, e.g. lists: `default_factory=list`. Mutually exclusive with `default=`.
            Defaults to dataclasses.MISSING.
        metadata (dict, optional): Further metadata to pass on to `dataclasses.field`. Defaults to None.

    Returns:
        Field: A `dataclasses.Field` with the desired properties.
    """"""
    if metadata is None:
        # Important, don't use as default param in function signature because dict is mutable and shared across function calls
        metadata = {}
    if aliases is not None:
        metadata[""aliases""] = aliases
    if help is not None:
        metadata[""help""] = help

    return dataclasses.field(metadata=metadata, default=default, default_factory=default_factory, **kwargs)",0
huggingface__transformers__src__transformers__hyperparameter_search.py__default_hp_search_backend,default_hp_search_backend,huggingface/transformers:src/transformers/hyperparameter_search.py,other,16,0,0,0,1,0,1,0,0,0,0,0,1,0,10,1,5,3.5483156598056647e-10,,,False,,"def default_hp_search_backend() -> str:
    available_backends = [backend for backend in ALL_HYPERPARAMETER_SEARCH_BACKENDS.values() if backend.is_available()]
    if len(available_backends) > 0:
        name = available_backends[0].name
        if len(available_backends) > 1:
            logger.info(
                f""{len(available_backends)} hyperparameter search backends available. Using {name} as the default.""
            )
        return name
    raise RuntimeError(
        ""No hyperparameter search backend available.\n""
        + ""\n"".join(
            f"" - To install {backend.name} run {backend.pip_install()}""
            for backend in ALL_HYPERPARAMETER_SEARCH_BACKENDS.values()
        )
    )",,2
huggingface__transformers__src__transformers__image_processing_utils.py__select_best_resolution,select_best_resolution,huggingface/transformers:src/transformers/image_processing_utils.py,data_processing,36,1,0,0,0,0,0,1,0,0,0,0,0,1,5,8,3,3.5273747092578557e-10,3.0392382573627403e-10,13.838519922875369,True,,"def select_best_resolution(original_size: tuple, possible_resolutions: list) -> tuple:
    """"""
    Selects the best resolution from a list of possible resolutions based on the original size.

    This is done by calculating the effective and wasted resolution for each possible resolution.

    The best fit resolution is the one that maximizes the effective resolution and minimizes the wasted resolution.

    Args:
        original_size (tuple):
            The original size of the image in the format (height, width).
        possible_resolutions (list):
            A list of possible resolutions in the format [(height1, width1), (height2, width2), ...].

    Returns:
        tuple: The best fit resolution in the format (height, width).
    """"""
    original_height, original_width = original_size
    best_fit = None
    max_effective_resolution = 0
    min_wasted_resolution = float(""inf"")

    for height, width in possible_resolutions:
        scale = min(width / original_width, height / original_height)
        downscaled_width, downscaled_height = int(original_width * scale), int(original_height * scale)
        effective_resolution = min(downscaled_width * downscaled_height, original_width * original_height)
        wasted_resolution = (width * height) - effective_resolution

        if effective_resolution > max_effective_resolution or (
            effective_resolution == max_effective_resolution and wasted_resolution < min_wasted_resolution
        ):
            max_effective_resolution = effective_resolution
            min_wasted_resolution = wasted_resolution
            best_fit = (height, width)

    return best_fit","def select_best_resolution(original_size: tuple, possible_resolutions: list) -> tuple:
    original_height, original_width = original_size
    original_area = original_width * original_height
    best_fit = None
    max_effective_resolution = 0
    min_wasted_resolution = float(""inf"")

    for height, width in possible_resolutions:
        scale_w = width / original_width
        scale_h = height / original_height
        scale = scale_w if scale_w < scale_h else scale_h
        dw = int(original_width * scale)
        dh = int(original_height * scale)
        effective_resolution = dw * dh
        if effective_resolution > original_area:
            effective_resolution = original_area
        wasted_resolution = width * height - effective_resolution

        if effective_resolution > max_effective_resolution or (
            effective_resolution == max_effective_resolution and wasted_resolution < min_wasted_resolution
        ):
            max_effective_resolution = effective_resolution
            min_wasted_resolution = wasted_resolution
            best_fit = (height, width)

    return best_fit",0
huggingface__transformers__src__transformers__image_processing_utils.py__get_patch_output_size,get_patch_output_size,huggingface/transformers:src/transformers/image_processing_utils.py,data_processing,18,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,2,3.2095980310696176e-10,5.76565038861008e-10,-79.63777185794967,True,,"def get_patch_output_size(image, target_resolution, input_data_format):
    """"""
    Given an image and a target resolution, calculate the output size of the image after cropping to the target
    """"""
    original_height, original_width = get_image_size(image, channel_dim=input_data_format)
    target_height, target_width = target_resolution

    scale_w = target_width / original_width
    scale_h = target_height / original_height

    if scale_w < scale_h:
        new_width = target_width
        new_height = min(math.ceil(original_height * scale_w), target_height)
    else:
        new_height = target_height
        new_width = min(math.ceil(original_width * scale_h), target_width)

    return new_height, new_width","def get_patch_output_size(image, target_resolution, input_data_format):
    original_height, original_width = get_image_size(image, channel_dim=input_data_format)
    target_height, target_width = target_resolution

    scale_w = target_width / original_width
    scale_h = target_height / original_height

    if scale_w < scale_h:
        new_width = target_width
        new_height = min(-(-original_height * target_width // original_width), target_height)
    else:
        new_height = target_height
        new_width = min(-(-original_width * target_height // original_height), target_width)

    return new_height, new_width",2
huggingface__transformers__src__transformers__image_processing_utils_fast.py__safe_squeeze,safe_squeeze,huggingface/transformers:src/transformers/image_processing_utils_fast.py,ml,11,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,3,3.383161869540345e-10,,,False,,"def safe_squeeze(tensor: ""torch.Tensor"", axis: int | None = None) -> ""torch.Tensor"":
    """"""
    Squeezes a tensor, but only if the axis specified has dim 1.
    """"""
    if axis is None:
        return tensor.squeeze()

    try:
        return tensor.squeeze(axis=axis)
    except ValueError:
        return tensor",,2
huggingface__transformers__src__transformers__image_processing_utils_fast.py__divide_to_patches,divide_to_patches,huggingface/transformers:src/transformers/image_processing_utils_fast.py,ml,22,1,0,1,0,0,0,1,0,1,0,0,0,2,4,2,3,3.4251795006275637e-10,,,False,,"def divide_to_patches(
    image: Union[np.ndarray, ""torch.Tensor""], patch_size: int
) -> list[Union[np.ndarray, ""torch.Tensor""]]:
    """"""
    Divides an image into patches of a specified size.

    Args:
        image (`Union[np.array, ""torch.Tensor""]`):
            The input image.
        patch_size (`int`):
            The size of each patch.
    Returns:
        list: A list of Union[np.array, ""torch.Tensor""] representing the patches.
    """"""
    patches = []
    height, width = get_image_size(image, channel_dim=ChannelDimension.FIRST)
    for i in range(0, height, patch_size):
        for j in range(0, width, patch_size):
            patch = image[:, i : i + patch_size, j : j + patch_size]
            patches.append(patch)

    return patches",,2
huggingface__transformers__src__transformers__image_transforms.py__get_size_with_aspect_ratio,get_size_with_aspect_ratio,huggingface/transformers:src/transformers/image_transforms.py,ml,37,0,0,0,0,0,0,1,0,1,0,0,0,0,10,12,7,3.429028421029216e-10,,,False,,"def get_size_with_aspect_ratio(image_size, size, max_size=None) -> tuple[int, int]:
    """"""
    Computes the output image size given the input image size and the desired output size.

    Args:
        image_size (`tuple[int, int]`):
            The input image size.
        size (`int`):
            The desired output size.
        max_size (`int`, *optional*):
            The maximum allowed output size.
    """"""
    height, width = image_size
    raw_size = None
    if max_size is not None:
        min_original_size = float(min((height, width)))
        max_original_size = float(max((height, width)))
        if max_original_size / min_original_size * size > max_size:
            raw_size = max_size * min_original_size / max_original_size
            size = int(round(raw_size))

    if (height <= width and height == size) or (width <= height and width == size):
        oh, ow = height, width
    elif width < height:
        ow = size
        if max_size is not None and raw_size is not None:
            oh = int(raw_size * height / width)
        else:
            oh = int(size * height / width)
    else:
        oh = size
        if max_size is not None and raw_size is not None:
            ow = int(raw_size * width / height)
        else:
            ow = int(size * width / height)

    return (oh, ow)",,0
huggingface__transformers__src__transformers__image_transforms.py__id_to_rgb,id_to_rgb,huggingface/transformers:src/transformers/image_transforms.py,ml,17,1,0,0,0,0,0,1,0,1,0,0,0,2,8,3,4,1.1599533404689282e-09,3.4729113722569315e-10,70.05990455742852,True,,"def id_to_rgb(id_map):
    """"""
    Converts unique ID to RGB color.
    """"""
    if isinstance(id_map, np.ndarray):
        id_map_copy = id_map.copy()
        rgb_shape = tuple(list(id_map.shape) + [3])
        rgb_map = np.zeros(rgb_shape, dtype=np.uint8)
        for i in range(3):
            rgb_map[..., i] = id_map_copy % 256
            id_map_copy //= 256
        return rgb_map
    color = []
    for _ in range(3):
        color.append(id_map % 256)
        id_map //= 256
    return color","def id_to_rgb(id_map):
    """"""
    Converts unique ID to RGB color.
    """"""
    if isinstance(id_map, np.ndarray):
        id_map_copy = id_map.copy()
        rgb_shape = tuple(list(id_map.shape) + [3])
        rgb_map = np.zeros(rgb_shape, dtype=np.uint8)
        for i in range(3):
            rgb_map[..., i] = id_map_copy % 256
            id_map_copy //= 256
        return rgb_map
    color = []
    for _ in range(3):
        color.append(id_map % 256)
        id_map //= 256
    return color",2
huggingface__transformers__src__transformers__image_transforms.py__group_images_by_shape,group_images_by_shape,huggingface/transformers:src/transformers/image_transforms.py,ml,63,0,0,0,1,1,0,1,0,1,0,0,0,0,10,0,9,3.320407001330749e-10,,,False,,"def group_images_by_shape(
    images: Union[list[""torch.Tensor""], ""torch.Tensor""],
    *paired_inputs,
    disable_grouping: bool | None,
    is_nested: bool = False,
) -> tuple[dict, ...]:
    """"""
    Groups images by shape.
    Returns a dictionary with the shape as key and a list of images with that shape as value,
    and a dictionary with the index of the image in the original list as key and the shape and index in the grouped list as value.

    The function supports both flat lists of tensors and nested structures.
    The input must be either all flat or all nested, not a mix of both.

    Args:
        images (Union[list[""torch.Tensor""], ""torch.Tensor""]):
            A list of images or a single tensor
        paired_inputs (Any, *optional*):
            Zero or more lists that mirror the structure of `images` (flat list, or list of lists when
            `is_nested=True`). Each element is paired 1:1 with the corresponding image so it can be grouped by the
            same shape key. These paired values are grouped alongside `images` but are not stacked in the output, so
            they do not need to be tensors.
        disable_grouping (bool):
            Whether to disable grouping. If None, will be set to True if the images are on CPU, and False otherwise.
            This choice is based on empirical observations, as detailed here: https://github.com/huggingface/transformers/pull/38157
        is_nested (bool, *optional*, defaults to False):
            Whether the images are nested.

    Returns:
        tuple[dict, ...]:
            - A dictionary with shape as key and list/batch of images with that shape as value
            - Zero or more dictionaries (one per argument in `*paired_inputs`) grouped consistently with `images`; these carry
              the corresponding per-item values and are not stacked
            - A dictionary mapping original indices to (shape, index) tuples
    """"""
    # If disable grouping is not explicitly provided, we favor disabling it if the images are on CPU, and enabling it otherwise.
    if disable_grouping is None:
        device = _get_device_from_images(images, is_nested)
        disable_grouping = device == ""cpu""

    if disable_grouping:
        grouped_images_index = {key: (key, 0) for key, _ in _iterate_items(images, is_nested)}
        if is_nested:
            grouped_images_index[""_num_sublists""] = len(images)

        return (
            {key: img.unsqueeze(0) for key, img in _iterate_items(images, is_nested)},
            *[
                {key: item.unsqueeze(0) for key, item in _iterate_items(paired_list, is_nested)}
                for paired_list in paired_inputs
            ],
            grouped_images_index,
        )

    # Handle single level nested structure
    grouped_images, *paired_grouped_values, grouped_images_index = _group_images_by_shape(
        images, *paired_inputs, is_nested=is_nested
    )

    # Stack images with the same shape
    grouped_images = {shape: torch.stack(images_list, dim=0) for shape, images_list in grouped_images.items()}

    return grouped_images, *paired_grouped_values, grouped_images_index",,1
huggingface__transformers__src__transformers__image_transforms.py__reorder_images,reorder_images,huggingface/transformers:src/transformers/image_transforms.py,ml,30,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,3,3.448867345112376e-10,,,False,,"def reorder_images(
    processed_images: dict[tuple[int, int], ""torch.Tensor""],
    grouped_images_index: dict[int | tuple[int, int], tuple[tuple[int, int], int]],
    is_nested: bool = False,
) -> Union[list[""torch.Tensor""], ""torch.Tensor""]:
    """"""
    Reconstructs images in the original order, preserving the original structure (nested or not).
    The input structure is either all flat or all nested.

    Args:
        processed_images (dict[tuple[int, int], ""torch.Tensor""]):
            Dictionary mapping shapes to batched processed images.
        grouped_images_index (dict[Union[int, tuple[int, int]], tuple[tuple[int, int], int]]):
            Dictionary mapping original indices to (shape, index) tuples.
        is_nested (bool, *optional*, defaults to False):
            Whether the images are nested. Cannot be inferred from the input, as some processing functions outputs nested images.
            even with non nested images,e.g functions splitting images into patches. We thus can't deduce is_nested from the input.


    Returns:
        Union[list[""torch.Tensor""], ""torch.Tensor""]:
            Images in the original structure.
    """"""
    if not is_nested:
        return [
            processed_images[grouped_images_index[i][0]][grouped_images_index[i][1]]
            for i in range(len(grouped_images_index))
        ]

    return _reconstruct_nested_structure(grouped_images_index, processed_images)",,2
huggingface__transformers__src__transformers__image_utils.py__valid_images,valid_images,huggingface/transformers:src/transformers/image_utils.py,ml,10,1,0,0,0,0,0,1,0,1,0,0,0,1,3,0,5,3.675759015633958e-10,,,False,,"def valid_images(imgs):
    # If we have an list of images, make sure every image is valid
    if isinstance(imgs, (list, tuple)):
        for img in imgs:
            if not valid_images(img):
                return False
    # If not a list of tuple, we have been given a single image or batched tensor of images
    elif not is_valid_image(imgs):
        return False
    return True",,2
huggingface__transformers__src__transformers__image_utils.py__load_image,load_image,huggingface/transformers:src/transformers/image_utils.py,ml,40,0,0,0,0,0,0,1,0,1,0,0,1,0,20,0,7,7.483895436802414e-10,2.9747703013708807e-10,60.25104403861249,True,,"def load_image(image: Union[str, ""PIL.Image.Image""], timeout: float | None = None) -> ""PIL.Image.Image"":
    """"""
    Loads `image` to a PIL Image.

    Args:
        image (`str` or `PIL.Image.Image`):
            The image to convert to the PIL Image format.
        timeout (`float`, *optional*):
            The timeout value in seconds for the URL request.

    Returns:
        `PIL.Image.Image`: A PIL Image.
    """"""
    requires_backends(load_image, [""vision""])
    if isinstance(image, str):
        if image.startswith(""http://"") or image.startswith(""https://""):
            # We need to actually check for a real protocol, otherwise it's impossible to use a local file
            # like http_huggingface_co.png
            image = PIL.Image.open(BytesIO(httpx.get(image, timeout=timeout, follow_redirects=True).content))
        elif os.path.isfile(image):
            image = PIL.Image.open(image)
        else:
            if image.startswith(""data:image/""):
                image = image.split("","")[1]

            # Try to load as base64
            try:
                b64 = base64.decodebytes(image.encode())
                image = PIL.Image.open(BytesIO(b64))
            except Exception as e:
                raise ValueError(
                    f""Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got {image}. Failed with {e}""
                )
    elif not isinstance(image, PIL.Image.Image):
        raise TypeError(
            ""Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image.""
        )
    image = PIL.ImageOps.exif_transpose(image)
    image = image.convert(""RGB"")
    return image","def load_image(image: Union[str, ""PIL.Image.Image""], timeout: float | None = None) -> ""PIL.Image.Image"":
    """"""
    Loads `image` to a PIL Image.

    Args:
        image (`str` or `PIL.Image.Image`):
            The image to convert to the PIL Image format.
        timeout (`float`, *optional*):
            The timeout value in seconds for the URL request.

    Returns:
        `PIL.Image.Image`: A PIL Image.
    """"""
    requires_backends(load_image, [""vision""])
    if isinstance(image, str):
        if image.startswith(""http://"") or image.startswith(""https://""):
            response = httpx.get(image, timeout=timeout, follow_redirects=True)
            image = PIL.Image.open(BytesIO(response.content))
        elif os.path.isfile(image):
            image = PIL.Image.open(image)
        else:
            if image.startswith(""data:image/""):
                # Find comma position directly instead of split which creates a list
                comma_idx = image.index("","") + 1
                image = image[comma_idx:]

            try:
                b64 = base64.b64decode(image, validate=True)
                image = PIL.Image.open(BytesIO(b64))
            except Exception as e:
                raise ValueError(
                    f""Incorrect image source. Must be a valid URL starting with `http://` or `https://`, a valid path to an image file, or a base64 encoded string. Got {image}. Failed with {e}""
                )
    elif not isinstance(image, PIL.Image.Image):
        raise TypeError(
            ""Incorrect format used for image. Should be an url linking to an image, a base64 string, a local path, or a PIL image.""
        )
    image = PIL.ImageOps.exif_transpose(image)
    if image.mode != ""RGB"":
        image = image.convert(""RGB"")
    return image",0
huggingface__transformers__src__transformers__image_utils.py__load_images,load_images,huggingface/transformers:src/transformers/image_utils.py,ml,19,0,0,0,1,0,0,1,0,1,0,0,0,0,6,0,6,3.1804503509483767e-10,,,False,,"def load_images(
    images: Union[list, tuple, str, ""PIL.Image.Image""], timeout: float | None = None
) -> Union[""PIL.Image.Image"", list[""PIL.Image.Image""], list[list[""PIL.Image.Image""]]]:
    """"""Loads images, handling different levels of nesting.

    Args:
      images: A single image, a list of images, or a list of lists of images to load.
      timeout: Timeout for loading images.

    Returns:
      A single image, a list of images, a list of lists of images.
    """"""
    if isinstance(images, (list, tuple)):
        if len(images) and isinstance(images[0], (list, tuple)):
            return [[load_image(image, timeout=timeout) for image in image_group] for image_group in images]
        else:
            return [load_image(image, timeout=timeout) for image in images]
    else:
        return load_image(images, timeout=timeout)",,2
